Ligand,Energy,Label,Best_Receptor
ZINC50398211,-6.72,decoy,crystal
ZINC40978660,-8.55,decoy,crystal
ZINC63145082,-8.04,decoy,crystal
ZINC00906629,-8.69,decoy,crystal
ZINC22240236,-9.05,decoy,crystal
ZINC31157764,-8.1,decoy,crystal
ZINC67246759,-8.29,decoy,crystal
ZINC61374275,-8.1,decoy,crystal
ZINC12531714,-9.69,decoy,crystal
ZINC63678989,-8.88,decoy,crystal
ZINC09720922,-9.28,decoy,crystal
ZINC63271759,-8.31,decoy,crystal
ZINC45850957,-8.27,decoy,crystal
ZINC62462318,-6.88,decoy,crystal
ZINC05881821,-9.78,decoy,crystal
ZINC67373837,-7.76,decoy,crystal
ZINC47702724,-8.12,decoy,crystal
ZINC62385280,-8.79,decoy,crystal
ZINC56157229,-9.73,decoy,crystal
ZINC47877749,-7.53,decoy,crystal
ZINC39709204,-10.51,decoy,crystal
ZINC38085459,-6.91,decoy,crystal
ZINC12607292,-8.16,decoy,crystal
ZINC13475849,-9.61,decoy,crystal
ZINC66980949,-7.48,decoy,crystal
ZINC08386083,-7.01,decoy,crystal
ZINC40757723,-6.3,decoy,crystal
ZINC01491307,-5.25,decoy,crystal
ZINC14460866,-6.38,decoy,crystal
ZINC06553060,-6.62,decoy,crystal
ZINC50018365,-7.5,decoy,crystal
ZINC61123022,-6.4,decoy,crystal
ZINC06223304,-5.49,decoy,crystal
ZINC09751471,-9.36,decoy,crystal
ZINC23632395,-8.65,decoy,crystal
ZINC09242762,-9.65,decoy,crystal
ZINC36519805,-8.12,decoy,crystal
ZINC35937807,-8.83,decoy,crystal
ZINC49650970,-8.62,decoy,crystal
ZINC22227577,-8.06,decoy,crystal
ZINC08563307,-7.49,decoy,crystal
ZINC37665237,-7.01,decoy,crystal
ZINC12505884,-6.79,decoy,crystal
ZINC19926256,-9.1,decoy,crystal
ZINC09606726,-8.03,decoy,crystal
ZINC44023315,-7.27,decoy,crystal
ZINC20555800,-9.27,decoy,crystal
