Ligand,Energy,Label,Best_Receptor
ZINC20985055,-8.19,decoy,crystal
ZINC18200942,-9.17,decoy,crystal
ZINC32116615,-8.45,decoy,crystal
ZINC03284387,-9.5,decoy,crystal
ZINC21726282,-9.56,decoy,crystal
ZINC41886397,-6.17,decoy,crystal
ZINC44076433,-7.12,decoy,crystal
ZINC07674339,-8.04,decoy,crystal
ZINC65423539,-7.33,decoy,crystal
ZINC16174957,-8.61,decoy,crystal
ZINC04980855,-7.66,decoy,crystal
ZINC48760077,-7.13,decoy,crystal
ZINC40701689,-6.78,decoy,crystal
ZINC01088060,-9.68,decoy,crystal
ZINC63059387,-8.0,decoy,crystal
ZINC17653543,-10.3,decoy,crystal
ZINC14235800,-8.27,decoy,crystal
ZINC67148640,-9.47,decoy,crystal
ZINC04281573,-8.22,decoy,crystal
ZINC61607083,-7.58,decoy,crystal
ZINC67354486,-8.28,decoy,crystal
ZINC19854073,-8.29,decoy,crystal
ZINC40688664,-8.79,decoy,crystal
ZINC09331722,-8.3,decoy,crystal
ZINC12181940,-9.96,decoy,crystal
ZINC03119731,-7.39,decoy,crystal
ZINC67138611,-7.93,decoy,crystal
ZINC02597752,-10.41,decoy,crystal
ZINC39466266,-10.79,decoy,crystal
ZINC29589206,-10.26,decoy,crystal
ZINC26964164,-7.41,decoy,crystal
ZINC63619667,-5.9,decoy,crystal
ZINC06078282,-8.14,decoy,crystal
ZINC64683749,-8.39,decoy,crystal
ZINC09165660,-9.44,decoy,crystal
ZINC38984500,-7.5,decoy,crystal
ZINC12508495,-9.35,decoy,crystal
ZINC48443155,-7.52,decoy,crystal
ZINC40949320,-9.17,decoy,crystal
ZINC31107669,-8.57,decoy,crystal
ZINC49457639,-6.86,decoy,crystal
ZINC67220143,-8.75,decoy,crystal
ZINC09210381,-11.05,decoy,crystal
ZINC19503491,-8.93,decoy,crystal
ZINC31167701,-7.72,decoy,crystal
ZINC58836340,-8.0,decoy,crystal
ZINC16013124,-8.49,decoy,crystal
ZINC65414330,-8.02,decoy,crystal
CHEMBL117120,-7.29,active,crystal
ZINC06769588,-7.57,decoy,crystal
ZINC32825260,-8.23,decoy,crystal
ZINC59587201,-9.47,decoy,crystal
ZINC00945762,-9.58,decoy,crystal
ZINC55963361,-7.34,decoy,crystal
ZINC12791450,-9.08,decoy,crystal
ZINC03832741,-8.95,decoy,crystal
ZINC49554658,-6.49,decoy,crystal
ZINC41308724,-7.8,decoy,crystal
ZINC22426491,-9.64,decoy,crystal
ZINC20588865,-8.32,decoy,crystal
ZINC36588384,-8.15,decoy,crystal
ZINC39977368,-8.8,decoy,crystal
ZINC08790768,-10.21,decoy,crystal
ZINC12333878,-8.42,decoy,crystal
ZINC04957288,-8.81,decoy,crystal
ZINC39515546,-8.31,decoy,crystal
ZINC63515268,-9.34,decoy,crystal
ZINC03443669,-8.55,decoy,crystal
ZINC49512530,-7.71,decoy,crystal
ZINC04223372,-6.83,decoy,crystal
ZINC20696397,-7.86,decoy,crystal
ZINC63920253,-9.69,decoy,crystal
ZINC39446283,-8.24,decoy,crystal
ZINC45724502,-7.97,decoy,crystal
ZINC15130585,-8.66,decoy,crystal
ZINC11756767,-6.97,decoy,crystal
ZINC40549559,-8.85,decoy,crystal
ZINC36615769,-6.9,decoy,crystal
ZINC21604530,-9.43,decoy,crystal
ZINC34829922,-10.8,decoy,crystal
ZINC00809838,-7.33,decoy,crystal
ZINC09103057,-9.52,decoy,crystal
ZINC20351756,-7.53,decoy,crystal
ZINC23347927,-7.82,decoy,crystal
ZINC66825649,-7.95,decoy,crystal
ZINC12503183,-8.35,decoy,crystal
ZINC52999073,-7.9,decoy,crystal
ZINC14977290,-8.74,decoy,crystal
ZINC13750554,-7.51,decoy,crystal
ZINC15067442,-8.5,decoy,crystal
ZINC15074407,-6.85,decoy,crystal
ZINC39486291,-8.98,decoy,crystal
ZINC49858453,-7.46,decoy,crystal
ZINC38596091,-8.51,decoy,crystal
ZINC02309886,-7.97,decoy,crystal
ZINC66581560,-9.82,decoy,crystal
ZINC03343721,-7.91,decoy,crystal
ZINC63629799,-8.22,decoy,crystal
ZINC05127880,-8.16,decoy,crystal
ZINC08628622,-7.99,decoy,crystal
ZINC20069660,-8.02,decoy,crystal
ZINC57173255,-8.34,decoy,crystal
ZINC34657459,-9.49,decoy,crystal
ZINC67313517,-7.74,decoy,crystal
ZINC00242180,-6.16,decoy,crystal
ZINC58885561,-7.83,decoy,crystal
