Ligand,Energy,Label,Best_Receptor
ZINC02131865,-9.46,decoy,crystal
ZINC38998995,-11.14,decoy,crystal
ZINC39611768,-9.3,decoy,crystal
ZINC48871436,-7.31,decoy,crystal
ZINC39560930,-10.78,decoy,crystal
ZINC38547550,-8.99,decoy,crystal
ZINC66907006,-8.49,decoy,crystal
ZINC23548701,-11.19,decoy,crystal
ZINC66875116,-9.44,decoy,crystal
ZINC09065755,-9.84,decoy,crystal
ZINC20436943,-10.3,decoy,crystal
ZINC55132974,-9.65,decoy,crystal
ZINC14649927,-8.68,decoy,crystal
ZINC63253358,-10.37,decoy,crystal
ZINC39355737,-6.31,decoy,crystal
ZINC23145315,-9.89,decoy,crystal
ZINC37361226,-10.26,decoy,crystal
ZINC51169287,-7.04,decoy,crystal
ZINC03146797,-8.73,decoy,crystal
ZINC38688986,-11.35,decoy,crystal
ZINC36528339,-7.7,decoy,crystal
ZINC37650020,-9.61,decoy,crystal
ZINC20916971,-11.15,decoy,crystal
ZINC13747857,-6.38,decoy,crystal
ZINC52014075,-8.64,decoy,crystal
ZINC06462097,-8.37,decoy,crystal
ZINC41586386,-9.62,decoy,crystal
ZINC38984408,-11.06,decoy,crystal
ZINC56898917,-8.76,decoy,crystal
ZINC43223314,-9.82,decoy,crystal
ZINC04719100,-6.28,decoy,crystal
ZINC09331831,-7.14,decoy,crystal
ZINC22819497,-9.95,decoy,crystal
ZINC33610814,-5.82,decoy,crystal
ZINC02849816,-8.0,decoy,crystal
ZINC35454765,-6.41,decoy,crystal
ZINC64885773,-9.93,decoy,crystal
ZINC67469638,-8.85,decoy,crystal
ZINC63479909,-9.71,decoy,crystal
ZINC64890556,-9.96,decoy,crystal
ZINC39685020,-10.01,decoy,crystal
ZINC59467046,-6.39,decoy,crystal
ZINC63339761,-10.21,decoy,crystal
ZINC20294806,-8.47,decoy,crystal
ZINC11090606,-8.34,decoy,crystal
ZINC37246050,-6.4,decoy,crystal
ZINC28823511,-10.88,decoy,crystal
ZINC36579389,-10.14,decoy,crystal
CHEMBL261260,-7.45,active,crystal
ZINC49106360,-8.86,decoy,crystal
ZINC19323147,-7.21,decoy,crystal
ZINC46289883,-8.1,decoy,crystal
ZINC22966174,-8.25,decoy,crystal
ZINC37658847,-8.11,decoy,crystal
